,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,2,0.7681983226969543,6.584448720230667,-1.9252619870440157,-2.5099574905051187,-1.206375404075186,-0.3232868675626468,-2.7942570220305982,-2.609541644038711,5.2190540033563595,-0.4263104905772791,-3.888450674291372,-0.6424286754423317,-0.15688694468241202,-1.4812551347494303,3.1481178029911443,-2.785700239630339,-1.4561630490524244,-2.8428391666913306,-0.5056600278112201,0.8406360599476561,0.6693661803203436,-1.757408019257198,1.0336137846915152,3.2417902727597068,-1.227825826816102,0.1925793039873358,-1.8860944955583556,0.17702612033011977,-3.7106630808553973,0.1580463806575046
1,2,1.4776743143645692,-0.14005011919688656,-1.2744121475120007,0.9277201194056369,0.1844261892463128,-0.04399878307979119,-1.474861089091403,-0.5434883989990744,1.9211727686521831,-0.9507210666328133,0.8879462596370725,-3.453916406884352,-0.7227079753177338,3.759293115780986,0.8210586819002555,-3.910064964735993,-4.1755366541864545,1.6818197953079377,-2.095552877758208,-0.6625276402992728,-0.12853262239015362,-0.08657410026368326,-1.05719574480188,-1.4460542084857075,0.20375467291233398,-0.11466479405800753,-0.6639300870433793,0.9293396557296352,-5.294911984376981,-0.6861775093595669
2,1,-1.4833081321355335,3.8782685707759152,4.737705191917257,-3.7871552799421786,-1.4091283011512252,-2.5759201904527047,-0.4999249276196144,2.4749388431450066,-2.9930718297202903,0.753819403019039,0.942386923790343,-4.05217453236572,1.0855237822439257,1.1420357989344962,-6.122640861391476,4.950577857606717,-2.053864516180908,-3.115589934374263,-4.020196795674061,1.0791616497495624,0.6564253387912514,-1.655178794433551,0.13032575958141138,2.3345848513371013,-1.6374874186524067,0.10487846653404491,-3.9207067203226598,1.127558849082837,2.2072140784316665,0.8362741445236348
3,3,2.33248633035873,-3.667875429533028,5.044780451790418,0.8728703181943441,-0.2555980823949371,0.33122030040964995,-0.3520965801672178,1.7775435570453428,-4.610356192695802,1.1011084416230859,-0.26619097755444976,-5.659222946940875,-0.9462862573007745,2.9024509868731965,3.383934724378849,-4.116546717267388,2.086773617430543,0.428324419175488,2.908156510900661,-0.9343147721311041,1.0884723910654672,2.012508939181453,1.1462875019385486,2.9375692526731703,0.6239304789756518,1.2869544670465973,1.3200603532637456,-0.6973264565948002,-0.9050304498208589,-0.6497142553479637
4,3,4.237367883312414,-4.140333339080078,0.8558258540207841,-0.050297845765625876,0.1791162312937592,0.9700339955702125,-6.386200010708862,-0.7718811415262511,-1.2075365795555606,0.8525222662436687,0.627339911904132,0.5422508905375314,-4.0669244324223675,-2.1874183831353142,2.3169344460710564,-2.5294660861784,7.363372355114378,3.318471890729418,6.207727899771161,-0.7546376390550851,0.13570315863308877,-1.2166237602412369,0.1142562890354678,8.387020097879377,0.7203220191001105,0.27007875315881724,3.6884382619476823,1.48405012741711,-2.5105770456662815,-0.074629382252655
5,3,-5.1018846452174955,5.315520305758831,5.28961675791952,1.4411734943794312,-1.2787708440719072,0.16514969687950387,-2.262166652533413,4.337578098021698,-3.940511291317041,0.2774094595559557,-3.383252769204236,3.840495699498653,-0.6274674633116255,0.44882727877872564,-0.3766365438314808,-0.7535539106549553,2.4647219323201024,1.5967855452769606,5.926604632273598,0.12996735893177883,0.23313984855726075,3.505518461145878,0.29503367207456765,3.4433239366195436,-0.8854508672440718,-1.2993566206042504,0.28750520379699085,-0.12219857111346288,1.1062445188565468,-0.16922726591976192
6,0,-0.9208608885852724,0.877017883920948,-1.2908931646371111,0.09015048048157107,0.07126821722541314,-0.10488410745035376,2.153901088605225,-3.709687266692105,0.118144797454696,0.7989754968179079,1.0577558521725972,-0.05878409497029899,-4.19054464801219,0.22145070972987016,-2.13730470048576,0.8049901908629772,-5.864338378713335,4.240785164972884,-2.8940841897161125,0.5987940171718419,0.2157835870337746,2.8145461914975773,0.47652153459160507,0.39577556384074464,-0.695832379590648,-0.8612924564788347,-0.6914175143620983,0.536729970253206,0.8018444264819976,1.0592087666426027
7,3,-0.5587756792246047,0.5737550358561586,-1.9399017912942185,4.721688595367598,0.9032661767328388,0.9819366258996657,5.617637798873562,0.9158199082758337,-0.9434545948174574,-1.7398844783811767,1.6419447834551,0.31166002220224753,0.5968109063465953,0.15144237061263702,1.3277231515510164,-0.07375755483151067,1.308478854262939,0.964221008982186,-0.03417451566324778,0.28173612069095727,-0.3109901035751971,6.153772533134641,0.6572115338401509,-3.164398261085509,0.06578253874497436,-0.6389793896686877,2.885820618539092,0.3705904348180473,-0.9534555745702541,0.8848065591103036
8,3,-2.5137071068125825,-4.911079465308401,0.125237816335555,-2.171419524001727,0.14706647986644852,-1.096037148625836,1.5849620654716106,-0.4461132842545762,-4.742251407780928,-0.8506096919474603,-0.4407116738766069,-1.1612487873079855,-1.2852342233760936,-1.3523840535569491,2.9901172434605754,0.17037256886991395,1.6619921766583738,-3.5955266129658554,0.44514442897878703,-0.8753118574050056,-1.3040750893970356,2.269535340653951,-0.8445049259234056,-0.9962848113183703,-0.48833851965388764,-0.9708646955228412,-0.4857124457040315,0.683223402889886,-0.7886967771578276,0.19178539541020745
9,0,-2.045829984259492,2.434581932831782,0.6691833145815476,0.6541863693055411,1.4070935532803062,0.26862637699684155,0.28609686815816415,4.148457500343019,0.4038505571016303,0.6576918229978153,-0.9140614283092484,1.7715109320495213,0.6228826055280663,1.1917772147623436,0.48095111174891103,0.9242721331622591,-1.2311716718233245,1.9609638226197372,-0.9884201918738845,-3.0992298800758538,2.139968110717241,2.1249562354257026,-1.4512861500933614,3.0953523423355658,-0.36480043514125726,0.7772787236461686,-0.2611248854231899,-1.917808557830607,2.002787981641039,-0.7716321020944746
